query_label,max_peak,mean_peak,min_peak,predictions_count,ground_truth_count,true_positives,false_positives,false_negatives,precision,recall,f1,path,parent_name,grandparent_name,grandparent_path,English,Flipped,samples_per_gloss,windowsize_ms,step_ms,cbt,prominence,heightmult,gloss_label_count
TOTAL,94.91006755828856,69.85757630736651,58.25529193878174,1037,27,43,994,0,0.0415,1.0,0.0796,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0,True,False,5,1000,200,3,1.0,0.0,4
KNOW,106.36006317138671,81.56885458904763,75.97083587646485,46,2,2,44,0,0.0435,1.0,0.0833,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish/KNOW/all_scores_KNOW_peaks_eval_stats_filtered.csv,KNOW,prominence_1.0_heightmult_1.1_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish,False,False,5,1000,200,3,1.0,1.1,1
TOTAL,106.36006317138671,81.56885458904763,75.97083587646485,46,2,2,44,0,0.0435,1.0,0.0833,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish/KNOW/all_scores_KNOW_peaks_eval_stats_filtered.csv,KNOW,prominence_1.0_heightmult_1.1_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish,False,False,5,1000,200,3,1.0,1.1,1
GOD,94.27506256103516,81.40723542170737,76.74866790771485,67,3,3,64,1,0.0448,0.75,0.0845,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish/GOD/all_scores_GOD_peaks_eval_stats_filtered.csv,GOD,prominence_1.0_heightmult_1.1_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish,False,False,5,1000,200,3,1.0,1.1,1
TOTAL,94.27506256103516,81.40723542170737,76.74866790771485,67,3,3,64,1,0.0448,0.75,0.0845,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish/GOD/all_scores_GOD_peaks_eval_stats_filtered.csv,GOD,prominence_1.0_heightmult_1.1_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish,False,False,5,1000,200,3,1.0,1.1,1
MAN,101.1476058959961,80.40070501589308,75.52421264648437,51,9,11,40,0,0.2157,1.0,0.3548,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish/MAN/all_scores_MAN_peaks_eval_stats_filtered.csv,MAN,prominence_1.0_heightmult_1.1_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish,False,False,5,1000,200,3,1.0,1.1,1
TOTAL,101.1476058959961,80.40070501589308,75.52421264648437,51,9,11,40,0,0.2157,1.0,0.3548,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish/MAN/all_scores_MAN_peaks_eval_stats_filtered.csv,MAN,prominence_1.0_heightmult_1.1_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish,False,False,5,1000,200,3,1.0,1.1,1
TREE,87.61597290039063,81.85087384905134,78.4423110961914,35,13,10,25,6,0.2857,0.625,0.3922,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish/TREE/all_scores_TREE_peaks_eval_stats_filtered.csv,TREE,prominence_1.0_heightmult_1.1_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish,False,False,5,1000,200,3,1.0,1.1,1
TOTAL,87.61597290039063,81.85087384905134,78.4423110961914,35,13,10,25,6,0.2857,0.625,0.3922,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish/TREE/all_scores_TREE_peaks_eval_stats_filtered.csv,TREE,prominence_1.0_heightmult_1.1_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish,False,False,5,1000,200,3,1.0,1.1,1
GOD,94.27506256103516,81.26753595324527,76.52637023925782,69,3,3,66,1,0.0435,0.75,0.0822,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_1.1_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish,False,False,5,1000,200,3,1.0,1.1,4
KNOW,106.36006317138671,82.21430068597559,76.53666687011719,41,2,2,39,0,0.0488,1.0,0.093,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_1.1_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish,False,False,5,1000,200,3,1.0,1.1,4
MAN,101.1476058959961,81.24713713180188,76.655029296875,43,9,11,32,0,0.2558,1.0,0.4074,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_1.1_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish,False,False,5,1000,200,3,1.0,1.1,4
TREE,87.61597290039063,80.33777319101188,76.54710235595704,52,13,13,39,4,0.25,0.7647,0.3768,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_1.1_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish,False,False,5,1000,200,3,1.0,1.1,4
TOTAL,106.36006317138671,81.26668674050865,76.52637023925782,205,27,29,176,5,0.1415,0.8529,0.2427,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_1.1_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1_NoEnglish,False,False,5,1000,200,3,1.0,1.1,4
TROUBLE,82.8739742702908,79.13190372406491,76.72610982259114,7,4,0,7,4,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/TROUBLE/all_scores_TROUBLE_peaks_eval_stats_filtered.csv,TROUBLE,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,15,500,100,33,1.0,1.2,1
TOTAL,82.8739742702908,79.13190372406491,76.72610982259114,7,4,0,7,4,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/TROUBLE/all_scores_TROUBLE_peaks_eval_stats_filtered.csv,TROUBLE,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,15,500,100,33,1.0,1.2,1
ISRAEL,87.6260757446289,84.79234458075629,82.42745590209961,5,27,3,2,24,0.6,0.1111,0.1875,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/ISRAEL/all_scores_ISRAEL_peaks_eval_stats_filtered.csv,ISRAEL,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,15,500,100,33,1.0,1.2,1
TOTAL,87.6260757446289,84.79234458075629,82.42745590209961,5,27,3,2,24,0.6,0.1111,0.1875,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/ISRAEL/all_scores_ISRAEL_peaks_eval_stats_filtered.csv,ISRAEL,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,15,500,100,33,1.0,1.2,1
FAMILY,95.46867158677844,87.19835057884755,80.07321421305339,11,14,8,3,8,0.7273,0.5,0.5926,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/FAMILY/all_scores_FAMILY_peaks_eval_stats_filtered.csv,FAMILY,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,15,500,100,33,1.0,1.2,1
TOTAL,95.46867158677844,87.19835057884755,80.07321421305339,11,14,8,3,8,0.7273,0.5,0.5926,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/FAMILY/all_scores_FAMILY_peaks_eval_stats_filtered.csv,FAMILY,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,15,500,100,33,1.0,1.2,1
ENEMY,85.4193926917182,84.39211654663086,83.54995600382487,6,2,2,4,0,0.3333,1.0,0.5,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/ENEMY/all_scores_ENEMY_peaks_eval_stats_filtered.csv,ENEMY,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,15,500,100,33,1.0,1.2,1
TOTAL,85.4193926917182,84.39211654663086,83.54995600382487,6,2,2,4,0,0.3333,1.0,0.5,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2/ENEMY/all_scores_ENEMY_peaks_eval_stats_filtered.csv,ENEMY,prominence_1.0_heightmult_1.2,results/asl_finetune_checkpoint_best/samplespergloss_15/start_0_end_None/windowsize500_step100/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.2,True,False,15,500,100,33,1.0,1.2,1
