query_label,max_peak,mean_peak,min_peak,predictions_count,ground_truth_count,true_positives,false_positives,false_negatives,precision,recall,f1,path,parent_name,grandparent_name,grandparent_path,English,Flipped,samples_per_gloss,windowsize_ms,step_ms,cbt,prominence,heightmult,gloss_label_count
TOTAL,81.48194026947021,77.26167566636029,74.80617809295654,34,13,9,25,6,0.2647,0.6,0.3673,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1/TREE/all_scores_TREE_peaks_eval_stats_filtered.csv,TREE,prominence_1.0_heightmult_1.1,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1,True,False,5,1000,200,3,1.0,1.1,1
GOD,85.41615200042725,77.69314137944636,73.8052248954773,53,3,3,50,1,0.0566,0.75,0.1053,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_1.1,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1,True,False,5,1000,200,3,1.0,1.1,4
KNOW,94.91006755828856,77.90611519684663,73.80696868896484,37,2,2,35,0,0.0541,1.0,0.1026,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_1.1,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1,True,False,5,1000,200,3,1.0,1.1,4
MAN,89.66517877578735,78.13779430804045,73.83374357223511,23,9,10,13,1,0.4348,0.9091,0.5882,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_1.1,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1,True,False,5,1000,200,3,1.0,1.1,4
TREE,81.48194026947021,76.5179343647427,73.85888767242432,45,13,10,35,5,0.2222,0.6667,0.3333,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_1.1,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1,True,False,5,1000,200,3,1.0,1.1,4
TOTAL,94.91006755828856,77.56374631226903,73.8052248954773,158,27,25,133,7,0.1582,0.7812,0.2632,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_1.1,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_1.1,True,False,5,1000,200,3,1.0,1.1,4
KNOW,106.36006317138671,71.63677380565198,62.16381378173829,283,2,3,280,0,0.0106,1.0,0.021,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/KNOW/all_scores_KNOW_peaks_eval_stats_filtered.csv,KNOW,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,5,1000,200,3,1.0,0.0,1
TOTAL,106.36006317138671,71.63677380565198,62.16381378173829,283,2,3,280,0,0.0106,1.0,0.021,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/KNOW/all_scores_KNOW_peaks_eval_stats_filtered.csv,KNOW,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,5,1000,200,3,1.0,0.0,1
GOD,94.27506256103516,73.23368554037125,61.62082138061523,305,3,4,301,0,0.0131,1.0,0.0259,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/GOD/all_scores_GOD_peaks_eval_stats_filtered.csv,GOD,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,5,1000,200,3,1.0,0.0,1
TOTAL,94.27506256103516,73.23368554037125,61.62082138061523,305,3,4,301,0,0.0131,1.0,0.0259,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/GOD/all_scores_GOD_peaks_eval_stats_filtered.csv,GOD,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,5,1000,200,3,1.0,0.0,1
MAN,101.1476058959961,72.12832287575701,61.77805938720703,278,9,14,264,0,0.0504,1.0,0.0959,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/MAN/all_scores_MAN_peaks_eval_stats_filtered.csv,MAN,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,5,1000,200,3,1.0,0.0,1
TOTAL,101.1476058959961,72.12832287575701,61.77805938720703,278,9,14,264,0,0.0504,1.0,0.0959,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/MAN/all_scores_MAN_peaks_eval_stats_filtered.csv,MAN,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,5,1000,200,3,1.0,0.0,1
TREE,87.61597290039063,73.67407160206002,64.69907608032227,238,13,22,216,0,0.0924,1.0,0.1692,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/TREE/all_scores_TREE_peaks_eval_stats_filtered.csv,TREE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,5,1000,200,3,1.0,0.0,1
TOTAL,87.61597290039063,73.67407160206002,64.69907608032227,238,13,22,216,0,0.0924,1.0,0.1692,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/TREE/all_scores_TREE_peaks_eval_stats_filtered.csv,TREE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,5,1000,200,3,1.0,0.0,1
GOD,94.27506256103516,73.23368554037125,61.62082138061523,305,3,4,301,0,0.0131,1.0,0.0259,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,5,1000,200,3,1.0,0.0,4
KNOW,106.36006317138671,71.63677380565198,62.16381378173829,283,2,3,280,0,0.0106,1.0,0.021,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,5,1000,200,3,1.0,0.0,4
MAN,101.1476058959961,72.12832287575701,61.77805938720703,278,9,14,264,0,0.0504,1.0,0.0959,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,5,1000,200,3,1.0,0.0,4
TREE,87.61597290039063,73.67407160206002,64.69907608032227,238,13,22,216,0,0.0924,1.0,0.1692,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,5,1000,200,3,1.0,0.0,4
TOTAL,106.36006317138671,72.66821345596006,61.62082138061523,1104,27,43,1061,0,0.0389,1.0,0.075,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,5,1000,200,3,1.0,0.0,4
KNOW,94.91006755828856,69.60249126958483,61.87401580810547,262,2,3,259,0,0.0115,1.0,0.0226,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0/KNOW/all_scores_KNOW_peaks_eval_stats_filtered.csv,KNOW,prominence_1.0_heightmult_0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0,True,False,5,1000,200,3,1.0,0.0,1
TOTAL,94.91006755828856,69.60249126958483,61.87401580810547,262,2,3,259,0,0.0115,1.0,0.0226,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0/KNOW/all_scores_KNOW_peaks_eval_stats_filtered.csv,KNOW,prominence_1.0_heightmult_0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0,True,False,5,1000,200,3,1.0,0.0,1
GOD,85.41615200042725,70.27505011162603,58.25529193878174,277,3,5,272,0,0.0181,1.0,0.0355,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0/GOD/all_scores_GOD_peaks_eval_stats_filtered.csv,GOD,prominence_1.0_heightmult_0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0,True,False,5,1000,200,3,1.0,0.0,1
TOTAL,85.41615200042725,70.27505011162603,58.25529193878174,277,3,5,272,0,0.0181,1.0,0.0355,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0/GOD/all_scores_GOD_peaks_eval_stats_filtered.csv,GOD,prominence_1.0_heightmult_0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0,True,False,5,1000,200,3,1.0,0.0,1
MAN,89.66517877578735,69.04419897385498,59.48268508911133,268,9,15,253,0,0.056,1.0,0.106,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0/MAN/all_scores_MAN_peaks_eval_stats_filtered.csv,MAN,prominence_1.0_heightmult_0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0,True,False,5,1000,200,3,1.0,0.0,1
TOTAL,89.66517877578735,69.04419897385498,59.48268508911133,268,9,15,253,0,0.056,1.0,0.106,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0/MAN/all_scores_MAN_peaks_eval_stats_filtered.csv,MAN,prominence_1.0_heightmult_0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0,True,False,5,1000,200,3,1.0,0.0,1
TREE,81.48194026947021,70.50856487440026,62.42804145812988,230,13,20,210,0,0.087,1.0,0.16,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0/TREE/all_scores_TREE_peaks_eval_stats_filtered.csv,TREE,prominence_1.0_heightmult_0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0,True,False,5,1000,200,3,1.0,0.0,1
TOTAL,81.48194026947021,70.50856487440026,62.42804145812988,230,13,20,210,0,0.087,1.0,0.16,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0/TREE/all_scores_TREE_peaks_eval_stats_filtered.csv,TREE,prominence_1.0_heightmult_0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0,True,False,5,1000,200,3,1.0,0.0,1
GOD,85.41615200042725,70.27505011162603,58.25529193878174,277,3,5,272,0,0.0181,1.0,0.0355,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0,True,False,5,1000,200,3,1.0,0.0,4
KNOW,94.91006755828856,69.60249126958483,61.87401580810547,262,2,3,259,0,0.0115,1.0,0.0226,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0,True,False,5,1000,200,3,1.0,0.0,4
MAN,89.66517877578735,69.04419897385498,59.48268508911133,268,9,15,253,0,0.056,1.0,0.106,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0,True,False,5,1000,200,3,1.0,0.0,4
TREE,81.48194026947021,70.50856487440026,62.42804145812988,230,13,20,210,0,0.087,1.0,0.16,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0/GOD_KNOW_MAN_TREE/all_scores_GOD_KNOW_MAN_TREE_peaks_eval_stats_filtered.csv,GOD_KNOW_MAN_TREE,prominence_1.0_heightmult_0.0,results/asl_finetune_checkpoint_best/samplespergloss_5/start_0_end_None/windowsize1000_step200/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-003-ase-3-passage _ the first man and woman disobey god.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0,True,False,5,1000,200,3,1.0,0.0,4
